id,doi,title,publication_year,type,topic_id,topic_name,abstract_text,cited_by_count,fwci,institutions_count,countries_count
https://openalex.org/W2035290955,https://doi.org/10.1103/physrevb.90.035207,Green luminescence in Mg-doped GaN,2014,article,T10099,GaN-based semiconductor devices and materials,"A majority of the point defects in GaN that are responsible for broad photoluminescence (PL) bands remain unidentified. One of them is the green luminescence band (GL2) having a maximum at 2.35 eV which was observed previously in undoped GaN grown by molecular-beam epitaxy in Ga-rich conditions. The same PL band was observed in Mg-doped GaN, also grown in very Ga-rich conditions. The unique properties of the GL2 band allowed us to reliably identify it in different samples. The best candidate for the defect which causes the GL2 band is a nitrogen vacancy $({V}_{\mathrm{N}})$. We propose that transitions of electrons from the conduction band to the +/2+ transition level of the ${V}_{\mathrm{N}}$ defect are responsible for the GL2 band in high-resistivity undoped and Mg-doped GaN.",155,8.8136,5,2
https://openalex.org/W2766506724,https://doi.org/10.1364/pv.2017.pm2a.2,High Energy Conversion Efficiency in Quantum Dot Intermediate Band Solar Cells: Reality or Fantasy?,2017,article,T10022,Semiconductor Quantum Structures and Devices,"Even under concentration, the solar intensity is much lower than the saturation intensities involved for the first and second transitions of an intermediate band solar cell. The improvement to the energy conversion efficiency is negligible.",0,0.0,1,1
https://openalex.org/W2087048261,https://doi.org/10.1063/1.4884228,Polarization-insensitive optical gain characteristics of highly stacked InAs/GaAs quantum dots,2014,article,T10022,Semiconductor Quantum Structures and Devices,"The polarized optical gain characteristics of highly stacked InAs/GaAs quantum dots (QDs) with a thin spacer layer fabricated on an n+-GaAs (001) substrate were studied in the sub-threshold gain region. Using a 4.0-nm-thick spacer layer, we realized an electronically coupled QD superlattice structure along the stacking direction, which enabled the enhancement of the optical gain of the [001] transverse-magnetic (TM) polarization component. We systematically studied the polarized electroluminescence properties of laser devices containing 30 and 40 stacked InAs/GaAs QDs. The net modal gain was analyzed using the Hakki-Paoli method. Owing to the in-plane shape anisotropy of QDs, the polarization sensitivity of the gain depends on the waveguide direction. The gain showing polarization isotropy between the TM and transverse-electric polarization components is high for the [110] waveguide structure, which occurs for higher amounts of stacked QDs. Conversely, the isotropy of the [−110] waveguide is easily achieved even if the stacking is relatively low, although the gain is small.",17,1.9575,4,1
https://openalex.org/W2617209113,https://doi.org/10.1103/physrevb.96.064514,Superconductor-insulator transition in disordered Josephson-junction chains,2017,article,T10037,Physics of Superconductivity and Magnetism,"We study the superconductor-insulator quantum phase transition in disordered Josephson-junction chains. To this end, we derive the field theory from the lattice model that describes a chain of superconducting islands with a capacitive coupling to the ground (${C}_{0}$) as well as between the islands (${C}_{1}$). We analyze the theory in the short-range (${C}_{1}\ensuremath{\ll}{C}_{0}$) and in the long-range (${C}_{1}\ensuremath{\gg}{C}_{0}$) limits. The transition to the insulating state is driven by the proliferation of quantum phase slips. The most important source of disorder originates from trapped charges in the substrate that suppress the coherence of phase slips, thus favoring superconducting correlations. Using the renormalization-group approach, we determine the phase diagram and evaluate the temperature dependence of the dc conductivity and system-size dependence of the resistance around the superconductor-insulator transition. These dependences have in general strongly nonmonotonic character, with several distinct regimes reflecting an intricate interplay of superconductivity and disorder.",26,3.0,5,3
https://openalex.org/W1623149561,,Quantum Transport in Single and Bi-Layer Graphene Coupled to Superconducting Electrodes,2007,article,T10083,Graphene research and applications,,0,0.0,5,0
https://openalex.org/W2030345841,https://doi.org/10.7567/apex.7.032701,2.4 µm InP-based antimony-free triangular quantum well lasers in continuous-wave operation above room temperature,2014,article,T10022,Semiconductor Quantum Structures and Devices,"In this work, we report on the above-room-temperature continuous-wave operation of InP-based antimony-free triangular quantum well (QW) lasers emitting up to approximately 2.4 µm. X-ray diffraction measurement confirms the favorable structural quality of the highly strained triangular QWs composed of InAs/In0.53Ga0.47As digital alloy. The maximum continuous-wave working temperature reaches 340 K, and the output power at 300 K is about 11 mW/facet at an injection current of 350 mA. The internal quantum efficiency of 58% is deduced at 300 K, and the extrapolated threshold current density for infinite cavity length is 210 A/cm2 per quantum well.",29,3.6948,7,1
https://openalex.org/W1964083421,https://doi.org/10.1007/s00339-002-1900-z,Influence of semiconductor cap layer on the impurity-free vacancy disordering of the In0.2Ga0.8As/GaAs multiquantum-well structure by dielectric capping layers,2003,article,T10022,Semiconductor Quantum Structures and Devices,,3,0.0,5,1
https://openalex.org/W2314008140,https://doi.org/10.1103/physrevb.93.155112,Self-induced topological transitions and edge states supported by nonlinear staggered potentials,2016,article,T10657,Topological Materials and Phenomena,"The canonical Su-Schrieffer-Heeger (SSH) array is one of the basic geometries that have spurred significant interest in topological band-gap modes. Here, we show that the judicious inclusion of third-order Kerr nonlinearities in SSH arrays opens rich physics in topological insulators, including the possibility of supporting self-induced topological transitions, as a function of the applied intensity. We highlight the emergence of a class of topological solutions in nonlinear SSH arrays localized at the array edges and with unusual properties. As opposed to their linear counterparts, these nonlinear states decay to a plateau of nonzero amplitude inside the array, highlighting the local nature of topologically nontrivial band gaps in nonlinear systems. We study the conditions under which these states can be excited and their temporal dynamics as a function of the applied excitation, paving the way to interesting directions in the physics of topological edge states with robust propagation properties based on nonlinear interactions in suitably designed periodic arrays.",208,11.2875,3,1
https://openalex.org/W1974404466,https://doi.org/10.7567/jjap.52.08je13,Characterization of GaN Nanowall Network and Optical Property of InGaN/GaN Quantum Wells by Molecular Beam Epitaxy,2013,article,T10099,GaN-based semiconductor devices and materials,"A GaN nanowall network and InGaN/GaN quantum wells were grown on AlN/Si(111) substrates by molecular beam epitaxy (MBE). The morphology, polarity, structural, and optical properties of the GaN nanowall network were investigated. The lattice constants a 0 = 3.193 Å and c 0 = 5.182 Å of the GaN nanowall network were obtained by X-ray diffraction (XRD), indicating that the GaN nanowall network is under low stress. Chemical etching test shows that the GaN nanowall network grown on an Al-polar buffer layer is Ga-polar. Photoluminescence (PL) spectra of InGaN/GaN quantum wells both on a GaN nanowall network and a GaN film were also measured. Different from the InGaN/GaN quantum wells on GaN film, the Fabry–Perot effect is not observed in the PL spectrum of the InGaN/GaN quantum wells on the GaN nanowall network owing to its antireflective porous structure. The emission wavelength gradually blue shifts from 408 to 391 nm with the decrease of temperature from 293 to 10 K. The GaN nanowall network grown on a Si substrate is not only compatible with mature Si micromachining technology but also may provide a novel nano-optical device.",21,2.2142,2,1
https://openalex.org/W2508405408,https://doi.org/10.1140/epjd/e2016-70191-8,Laser field induced optical gain in a group III-V quantum wire,2016,article,T10022,Semiconductor Quantum Structures and Devices,,7,0.8678,3,2
https://openalex.org/W2973106439,https://doi.org/10.1002/qute.201900071,Cesium‐Vapor‐Based Delay of Single Photons Emitted by Deterministically Fabricated Quantum Dot Microlenses,2019,article,T11414,Quantum optics and atomic interactions,"Abstract Quantum light sources are key building blocks of photonic quantum technologies. For many applications, it is of interest to control the arrival time of single photons emitted by such quantum devices, or even to store single photons in quantum memories. In situ electron beam lithography is applied to realize InGaAs quantum dot (QD)‐based single‐photon sources, which are interfaced with cesium (Cs) vapor to control the time delay of emitted photons. Via numerical simulations of the light–matter interaction in realistic QD‐Cs‐vapor configurations, the influence of the vapor temperature and spectral QD‐atom detuning is explored to maximize the achievable delay in experimental studies. As a result, this hybrid quantum system allows to trigger the emission of single photons with a linewidth as low as 1.54 GHz even under non‐resonant optical excitation and to delay the emission pulses by up to (15.71 ± 0.01) ns for an effective cell length of 150 mm. This work can pave the way for scalable quantum systems relying on a well‐controlled delay of single photons on a time scale of up to a few tens of nanoseconds.",10,0.4506,7,2
https://openalex.org/W2544509585,https://doi.org/10.4028/www.scientific.net/ast.98.38,Cd-Free Quantum Dot Dispersion in Polymer and their Film Molds,2016,article,T10321,Quantum Dots Synthesis And Properties,"Indium phosphide (InP) quantum dots (QDs) with luminescence tunable over the entire visible spectrum were prepared by the conventional hot injection method. InP QDs are considered alternatives to Cadmium containing QDs for application in light-emitting devices because of showing similar optical properties to those containing toxic heavy metals. The multishell coating was shown to improve the photoluminescence quantum yield (QY) of InP QDs more strongly than the conventional ZnS shell coating. QY values were more than 60% along with FWHM of 41-73 nm can be routinely achieved, making the optical performance of InP/ZnS/ZnS or InP/ZnS/SiO 2 QDs comparable to that of InP/ZnS QDs. These QDs and the polymer dissolved in the appropriate solvent and deposited by casting to give homogeneous films and showed a good level of dispersion of the QDs within the polymer.",0,0.0,3,1
https://openalex.org/W2074130104,https://doi.org/10.4028/www.scientific.net/msf.527-529.1489,Molecular Beam Epitaxy of Cubic Group III-Nitrides on Free-Standing 3C-SiC Substrates,2006,article,T10099,GaN-based semiconductor devices and materials,"Cubic GaN, AlxGa1-xN/GaN and InyGa1-yN/GaN multiple quantum well (MQW) layers were grown by plasma assisted molecular beam epitaxy on 200 &amp;m thick free standing 3C-SiC substrates. The influence of the surface roughness of the 3C-SiC substrates and the influence of metal coverage during growth are discussed. Optimum growth conditions of c-III nitrides exist, when a one monolayer Ga coverage is formed at the growing surface. The improvement of the structural properties of cubic III-nitride layers and multilayers grown on 3C-SiC substrates is demonstrated by 1 μm thick c-GaN layers with a minimum x-ray rocking curve width of 16 arcmin, and by c-AlGaN/GaN and c-InGaN/GaN MQWs which showed up to five satellite peaks in X-ray diffraction, respectively.",20,2.4997,7,2
https://openalex.org/W4366983191,https://doi.org/10.1103/physrevapplied.19.044078,Nonlinear Response and Crosstalk of Electrically Driven Silicon Spin Qubits,2023,article,T10382,Quantum and electron transport phenomena,"Frequency multiplexing of operations is an attractive strategy to control multiple qubits simultaneously in a spin-based quantum processor with relatively few control lines. However, high-fidelity operation demands good spectral addressability and noncontextual spin dynamics. The authors explore an unexpected crosstalk mechanism, in which the Rabi frequency of one spin changes markedly depending on the simultaneous operation of another. They also connect this behavior to another surprising feature: the nonlinear scaling of Rabi frequency with resonant driving amplitude. These results provide insight into the challenges that such state-of-the-art control methods will face.",31,6.0472,10,1
https://openalex.org/W2973116076,https://doi.org/10.1007/s11051-019-4649-4,Efficient fluorescence quenching of CdSe quantum dots on epitaxial GaAs nanostructures,2019,article,T10321,Quantum Dots Synthesis And Properties,,7,0.3672,4,1
https://openalex.org/W2919221583,https://doi.org/10.1134/s1063785018120556,Electron Effective Mass and Momentum Relaxation Time in One-Sided δ-Doped PHEMT AlGaAs/InGaAs/GaAs Quantum Wells with High Electron Density,2018,article,T10022,Semiconductor Quantum Structures and Devices,"Using the Shubnikov–de Haas effect, the dependences of electron effective mass m* and transport and quantum momentum relaxation times in Al0.25Ga0.75As/In0.2Ga0.8As/GaAs pseudomorphic quantum wells with one-sided silicon δ-doping on the electron density in the range of (1.1–2.6) × 1012 cm–2 have been established. Nonparabolicity coefficient m* in the linear approximation was found to be 0.133m0/eV. Both the transport and quantum momentum relaxation times depend nonmonotonically on Hall electron density nH, which is related to the competition between growth mechanisms of the Fermi momentum and the increasing contribution of large-angle scattering with increasing donor concentration.",2,0.1599,4,1
https://openalex.org/W2413791197,https://doi.org/10.1002/smll.201600915,Configuring Electronic States in an Atomically Precise Array of Quantum Boxes,2016,article,T13531,Surface and Thin Film Phenomena,"A 2D array of electronically coupled quantum boxes is fabricated by means of on-surface self-assembly assuring ultimate precision of each box. The quantum states embedded in the boxes are configured by adsorbates, whose occupancy is controlled with atomic precision. The electronic interbox coupling can be maintained or significantly reduced by proper arrangement of empty and filled boxes. As a service to our authors and readers, this journal provides supporting information supplied by the authors. Such materials are peer reviewed and may be re-organized for online delivery, but are not copy-edited or typeset. Technical support issues arising from supporting information (other than missing files) should be addressed to the authors. Please note: The publisher is not responsible for the content or functionality of any supporting information supplied by the authors. Any queries (other than missing content) should be directed to the corresponding author for the article.",17,1.7365,20,7
https://openalex.org/W4399299820,https://doi.org/10.1063/5.0201261,pH-sensitive spontaneous decay of functionalized carbon dots in solutions,2024,article,T11342,Carbon and Quantum Dots Applications,"Carbon quantum dots have become attractive in various applications, such as drug delivery, biological sensing, photocatalysis, and solar cells. Among these, pH sensing via luminescence lifetime measurements of surface-functionalized carbon dots is one application currently investigated for their long lifetime and autonomous operation. In this article, we explore the theoretical connection between excitation lifetimes and the pH value of the surrounding liquid via the protonation and deprotonation of functional groups. Example calculations applied to m-phenylenediamine, phloroglucinol, and tethered disperse blue 1 are shown by applying a separation approach treating the electronic wave function of functional groups separately from the internal electronic structure of the (large) carbon dot. The bulk of the carbon dot is treated as an environment characterized by its optical spectrum that shifts the transition rates of the functional group. A simple relationship between pH, pKa, and mixed fluorescence lifetime is derived from the transition rates of the protonated and deprotonated states. pH sensitivity improves when the difference in the transition rates is greatest between protonated and deprotonated species, with the greatest sensitivity found where the pKa is close to the pH region of interest. The introduced model can directly be extended to consider multicomponent liquids and multiple protonation states.",5,0.5665,3,2
https://openalex.org/W1970166813,https://doi.org/10.1107/s0021889804005217,Effect of trimethylgallium flow on the structural and optical properties of InGaN/GaN multiple quantum wells,2004,article,T10099,GaN-based semiconductor devices and materials,"InGaN/GaN multiple quantum wells (MQWs) are grown by metal-organic chemical vapour deposition on (0001) sapphire substrates. Triple-axis X-ray diffraction (TXRD) and photoluminescence (PL) spectra are used to assess the influence of trimethylgallium (TMGa) flow on structural defects, such as dislocations and interface roughness, and the optical properties of the MQWs. In this paper, a method, involving an ω scan of every satellite peak of TXRD, is presented to measure the mean dislocation density of InGaN/GaN MQWs. The experimental results show that under certain conditions which keep the trimethlyindium flow constant, dislocation density and interface roughness decrease with the increase of TMGa flow, which will improve the PL properties. It can be concluded that dislocations, especially edge dislocations, act as non-radiative recombination centres in InGaN/GaN MQWs. Also noticed is that changing the TMGa flow has more influence on edge dislocations than screw dislocations.",2,0.263,7,1
https://openalex.org/W2910632059,https://doi.org/10.1103/physrevb.101.235145,Finite-size scaling at a topological transition: Bilinear-biquadratic spin-1 chain,2020,article,T10657,Topological Materials and Phenomena,"We consider a finite size scaling function across a topological phase transition in 1D models. For models of non-interacting fermions it was shown to be universal for all topological symmetry classes and markedly asymmetric between trivial and topological sides of the transition (Gulden et al 2016). Here we verify its universality for the topological transition between dimerized and Haldane phases in bilinear-biquadratic spin-1 chain. To this end we perform high-accuracy variational matrix product state simulations. We show that the scaling function, expressed in terms of $L/\xi$, where $L$ is the chain length and $\xi$ is the correlation length, coincides with that of three species of non-interacting massive Majorana fermions. The latter is known to be a proper description of the conformal critical theory with central charge $c=3/2$. We have shown that it still holds away from the conformal point, including the finite size corrections. We have also observed peculiar differences between even and odd size chains, which may be fully accounted for by residual interactions of the edge states.",7,0.8428,3,1
https://openalex.org/W2017703904,https://doi.org/10.1117/1.jnp.6.063521,Lateral variation of interface disorder in wetting layer on formation of InAs/InP quantum dots visualized by near-field imaging spectroscopy,2012,article,T10022,Semiconductor Quantum Structures and Devices,"Near-field photoluminescence imaging spectroscopy of a wetting layer of InAs/InP quantum dots (QDs) at the critical thickness of 2.4 monolayers (ML) is used to visualize the spatial variation of the interface disorder. The wetting layer has a significantly lower density of carrier localization centers than a 2-ML thick InAs/InP quantum well, particularly in the vicinity of the QDs. This indicates that atomic-scale interface disorder is reduced during the initial stages of QD formation; in contrast, disorder remained far from the QDs.",0,0.0,7,1
https://openalex.org/W2248265882,,Proximity induced superconductivity in the 3D topological insulator HgTe probed with scanning SQUID microscope,2014,article,T10657,Topological Materials and Phenomena,,0,0.0,7,0
https://openalex.org/W1969896264,https://doi.org/10.1021/jp110761u,Polarization Modulation Spectroscopy of Single Fluorescent Nanodiamonds with Multiple Nitrogen Vacancy Centers,2011,article,T10478,Diamond and Carbon-based Materials Research,"A technique based on polarization modulation spectroscopy (PMS) has been developed to determine quantitatively the number of fluorophores in nanoparticles at the single-molecule level. The technique involves rotation of the polarization of the excitation laser on a millisecond time scale, leading to fluorescence intensity modulation. By taking account of the heterogeneous orientation among the dipoles of the fluorophores and simulating the modulation depth distribution with Monte Carlo calculations, we show that it is possible to deduce the ensemble average and number distribution of the fluorophores. We apply the technique to fluorescent nanodiamonds (FNDs) containing multiple nitrogen vacancy (NV) centers. Comparing the experimental and simulated modulation depth distributions of 11 nm FNDs, we deduce an average number of <N> = 3, which is in good agreement with independent photon correlation measurements. The method is general, rapid, and applicable to other nanoparticles, polymers, and molecular complexes containing multiple and randomly orientated fluorophores as well.",13,1.0905,6,1
https://openalex.org/W4200227173,https://doi.org/10.1007/s12274-021-4022-7,Inkjet printing of epitaxially connected nanocrystal superlattices,2021,article,T10321,Quantum Dots Synthesis And Properties,"Access to a blossoming library of colloidal nanomaterials provides building blocks for complex assembled materials. The journey to bring these prospects to fruition stands to benefit from the application of advanced processing methods. Epitaxially connected nanocrystal (or quantum dot) superlattices present a captivating model system for mesocrystals with intriguing emergent properties. The conventional processing approach to creating these materials involves assembling and attaching the constituent nanocrystals at the interface between two immiscible fluids. Processing small liquid volumes of the colloidal nanocrystal solution involves several complexities arising from the concurrent spreading, evaporation, assembly, and attachment. The ability of inkjet printers to deliver small (typically picoliter) liquid volumes with precise positioning is attractive to advance fundamental insights into the processing science, and thereby potentially enable new routes to incorporate the epitaxially connected superlattices into technology platforms. In this study, we identified the processing window of opportunity, including nanocrystal ink formulation and printing approach to enable delivery of colloidal nanocrystals from an inkjet nozzle onto the surface of a sessile droplet of the immiscible subphase. We demonstrate how inkjet printing can be scaled-down to enable the fabrication of epitaxially connected superlattices on patterned sub-millimeter droplets. We anticipate that insights from this work will spur on future advances to enable more mechanistic insights into the assembly processes and new avenues to create high-fidelity superlattices.",7,0.4803,4,1
https://openalex.org/W4301606389,https://doi.org/10.1364/oe.469077,Wide-field tomography imaging of a double circuit using NV center ensembles in a diamond,2022,article,T10478,Diamond and Carbon-based Materials Research,"The wide-field (2.42 mm × 1.36 mm, resolution: 5.04 µm) tomography imaging of double circuits is performed using nitrogen-vacancy (NV) center ensembles in a diamond. The magnetic-field distribution on the surface of the circuit produced by the lower layer is obtained. Vector magnetic superposition is used to separate the magnetic-field distribution produced by the lower layer from the magnetic-field distribution produced by two layers. An inversion model is used to perform the tomography imaging of the magnetic-field distribution on the lower layer surface. Compared with the measurements of the upper layer, the difference in the maximum magnetic-field intensity of inversion is approximately 0.4%, and the difference in the magnetic-field distribution of inversion is approximately 8%, where the depth of the lower layer is 0.32 mm. Simulations are conducted to prove the reliability of the imaging. These results provide a simple and highly accurate reference for the detection and fault diagnosis of multilayer and integrated circuits.",16,1.1312,9,1
https://openalex.org/W1971309534,https://doi.org/10.1109/sopo.2012.6270435,Effect of Well Thickness on the Intersubband Optical Absorptions in AlGaN/GaN/AlGaN Quantum Wells,2012,article,T10099,GaN-based semiconductor devices and materials,"By solving the Schrödinger and Poisson equations self-consistently for AlGaN/GaN QWs, we calculate the intersubband optical absorption coefficients for QWs with various well thicknesses. By increasing the well thickness, the amplitude of the dipole matrix increases slowly. However, the decrease of the energy separation results in the red-shift of the resonant absorption peak and the decrease of the magnitude of the absorption peak. Moreover, when the well thickness decreases to 10 Å, the evident decrease of the overlap between wave functions for the first two subbands leads to the abrupt decrease of the amplitude of the dipole matrix and the absorption peak. These results indicate that the intersubband optical absorption can be greatly modulated by the well thickness, the built-in electric field has an important effect on the intersubband absorption coefficients in III-nitride QWs, and III-nitride QWs are potential candidates for the design and application of intersubband devices.",0,0.0,7,1
https://openalex.org/W4319227007,https://doi.org/10.1007/s00339-023-06463-x,Antibacterial studies of ZnO and silica capped manganese doped zinc sulphide nanostructures,2023,article,T10321,Quantum Dots Synthesis And Properties,,25,2.3395,7,2
https://openalex.org/W1972570565,https://doi.org/10.1109/cleoe-iqec.2007.4387029,Accurate Measurement of the Transition Dipole Moment of Self-Assembled Quantum Dots,2007,article,T10022,Semiconductor Quantum Structures and Devices,Here we present quantitative measurements of the dipole moment of an ensemble of self-assembled quantum dots employing a modified optical local density of states (LDOS). The LDOS is controlled by varying the distance from the QDs to a semiconductor/air interface.,1,0.0,8,2
https://openalex.org/W4405334064,https://doi.org/10.1021/acsanm.4c05703,Coexisting Giant Tunable Valley Polarization and Piezoelectric Response in FeO<sub>2</sub>SiGeN<sub>2</sub> Monolayers,2024,article,T10275,2D Materials and Applications,"The valley-related multiple Hall effect and piezoelectric response are interesting transport characteristics in low-dimensional systems; however, few studies have reported their coexistence in a single system as well as their coupling relationships. By first-principles calculations, we propose a multifunctional Janus semiconductor, i.e., an FeO2SiGeN2 monolayer with a large valley polarization of about 120 meV and in-plane piezoelectric polarization with a d11 of −0.71–4.03 pm/V. The magnetic anisotropy energy can be significantly regulated by the electronic correlation strength and strain, which can be attributed to the change in the competitive relationship with respect to the Fe-3d-resolved magnetic anisotropy energy brought about by external regulatory means. Electronic correlation strength can induce phase transitions in the Janus FeO2SiGeN2 monolayer from a ferrovalley to the quantum anomalous Hall phase, while the half-valley metallic state as the boundary of the phase transition can generate 100% spin and valley polarization. The related phase transition mechanism is analyzed based on the two-band strained k · p model. The presence of the piezoelectric strain coefficient d11 in valleytronic materials makes the coupling between charge degrees of freedom and valley degrees of freedom possible, and the intrinsic electric field caused by the in-plane piezoelectric response provides a way to realize the piezoelectric anomalous valley Hall effect. This work may pave a way to find interesting materials with the valley-related multiple Hall effect and stimulate further experimental work related to valleytronics and piezotronics.",1,0.11,10,1
https://openalex.org/W4401317926,https://doi.org/10.1016/j.biortech.2024.131206,Carbon quantum dots from carbohydrate-rich residue of birch obtained following lignin-first strategy,2024,article,T11342,Carbon and Quantum Dots Applications,,24,2.6424,4,1
